Id,SponsorName,SponsorTitle,Constituency,Political Affiliation,Code,Title,LatestStageName,ParliamentNumber,SessionNumber,BillType,ReceivedRoyalAssent,Ongoing,ReadingsPassed,BillOrigin,FirstStageDate,LastStageDate,TimeAlive
37-2/C-11,Sheila Copps,Minister of Canadian Heritage,None,Liberal,C-11,An Act to amend the Copyright Act,Royal assent,37,2,House Government Bill,True,False,6,IsHouseBill,2002-10-09,2002-12-12,64 days
37-1/C-11,Elinor Caplan,Minister of Citizenship and Immigration,None,Liberal,C-11,Immigration and Refugee Protection Act,Royal assent,37,1,House Government Bill,True,False,6,IsHouseBill,2001-02-21,2001-10-31,252 days
36-2/C-11,Ralph Goodale,Minister of Natural Resources,None,Liberal,C-11,Cape Breton Development Corporation Divestiture Authorization and Dissolution Act,Royal assent,36,2,House Government Bill,True,False,6,IsHouseBill,1999-10-26,2000-06-28,246 days
36-1/C-11,Paul Martin,Minister of Finance,None,Liberal,C-11,Customs Tariff,Royal assent,36,1,House Government Bill,True,False,6,IsHouseBill,1997-10-22,1997-12-07,46 days
35-2/C-11,None,Member of Parliament,None,,C-11,Department of Human Resources Development Act,Royal assent,35,2,House Government Bill,True,False,6,IsHouseBill,1996-03-06,1996-05-28,83 days
35-1/C-11,None,Member of Parliament,None,,C-11,"An Act to amend the Excise Act, the Customs Act and the Tobacco Sales to Young Persons Act",Royal assent,35,1,House Government Bill,True,False,6,IsHouseBill,1994-02-09,1994-11-23,287 days
44-1/C-12,Kamal Khera,Minister of Seniors,None,Liberal,C-12,An Act to amend the Old Age Security Act (Guaranteed Income Supplement),Royal assent,44,1,House Government Bill,True,True,6,IsHouseBill,2022-02-08,2022-03-03,23 days
43-2/C-12,Jonathan Wilkinson,Minister of Environment and Climate Change,None,Liberal,C-12,Canadian Net-Zero Emissions Accountability Act,Royal assent,43,2,House Government Bill,True,False,6,IsHouseBill,2020-11-19,2021-06-29,222 days
43-1/C-12,Bill Morneau,Minister of Finance,None,Liberal,C-12,An Act to amend the Financial Administration Act (special warrant),Third reading in the House of Commons,43,1,House Government Bill,True,False,6,IsHouseBill,2020-03-13,2020-03-13,0 days
42-1/C-12,Seamus Oregan,Minister of Veterans Affairs,None,,C-12,An Act to amend the Canadian Forces Members and Veterans Re-establishment and Compensation Act and to make consequential amendments to other Acts,First reading in the House of Commons,42,1,House Government Bill,False,False,1,IsHouseBill,2016-03-24,2016-03-24,0 days
41-2/C-12,Steven Blaney,Minister of Public Safety and Emergency Preparedness,None,Conservative,C-12,Drug-Free Prisons Act,Royal assent,41,2,House Government Bill,True,False,6,IsHouseBill,2013-11-08,2015-06-17,586 days
41-1/C-12,Christian Paradis,Minister of Industry and Minister of State (Agriculture),None,Conservative,C-12,Safeguarding Canadians' Personal Information Act,First reading in the House of Commons,41,1,House Government Bill,False,False,1,IsHouseBill,2011-09-29,2011-09-29,0 days
40-3/C-12,Steven Fletcher,Minister of State (Democratic Reform),None,Conservative,C-12,Democratic Representation Act,First reading in the House of Commons,40,3,House Government Bill,False,False,1,IsHouseBill,2010-04-01,2010-04-01,0 days
40-2/C-12,Vic Toews,President of the Treasury Board,None,Conservative,C-12,"Appropriation Act No. 4, 2008-2009",Royal assent,40,2,House Government Bill,True,False,6,IsHouseBill,2009-02-11,2009-02-26,15 days
39-2/C-12,Jean Pierre Blackburn,Minister of Labour,None,,C-12,"An Act to amend the Bankruptcy and Insolvency Act, the Companies' Creditors Arrangement Act, the Wage Earner Protection Program Act and chapter 47 of the Statutes of Canada, 2005",Royal assent,39,2,House Government Bill,True,False,6,IsHouseBill,2007-10-29,2007-12-14,46 days
39-1/C-12,Stockwell Day,Minister of Public Safety,None,Conservative,C-12,Emergency Management Act,Royal assent,39,1,House Government Bill,True,False,6,IsHouseBill,2006-05-08,2007-06-22,410 days
38-1/C-12,Ujjal Dosanjh,Minister of Health,None,Liberal,C-12,Quarantine Act,Royal assent,38,1,House Government Bill,True,False,6,IsHouseBill,2004-10-08,2005-05-13,217 days
37-3/C-12,Irwin Cotler,Minister of Justice,None,Liberal,C-12,An Act to amend the Criminal Code (protection of children and other vulnerable persons) and the Canada Evidence Act,First reading in the Senate,37,3,House Government Bill,False,False,4,IsHouseBill,2004-02-12,2004-05-12,90 days
37-2/C-12,Sheila Copps,Minister of Canadian Heritage,None,Liberal,C-12,Physical Activity and Sport Act,Royal assent,37,2,House Government Bill,True,False,6,IsHouseBill,2002-10-09,2003-03-19,161 days
37-1/C-12,Anne Mclellan,Minister of Justice,None,,C-12,An Act to amend the Judges Act and to amend another Act in consequence,Royal assent,37,1,House Government Bill,True,False,6,IsHouseBill,2001-02-21,2001-06-13,112 days
36-2/C-12,Claudette Bradshaw,Minister of Labour,None,Liberal,C-12,"An Act to amend the Canada Labour Code (Part II) in respect of occupational health and safety, to make technical amendments to the Canada Labour Code (Part I) and to make consequential amendments to other Acts",Royal assent,36,2,House Government Bill,True,False,6,IsHouseBill,1999-10-27,2000-06-28,245 days
36-1/C-12,Andy Scott,Solicitor General of Canada,None,Liberal,C-12,An Act to amend the Royal Canadian Mounted Police Superannuation Act,Royal assent,36,1,House Government Bill,True,False,6,IsHouseBill,1997-10-22,1998-06-10,231 days
35-2/C-12,None,Member of Parliament,None,,C-12,Employment Insurance Act,Royal assent,35,2,House Government Bill,True,False,6,IsHouseBill,1996-03-06,1996-06-19,105 days
35-1/C-12,None,Member of Parliament,None,,C-12,An Act to amend the Canada Business Corporations Act and to make consequential amendments to other Acts,Royal assent,35,1,House Government Bill,True,False,6,IsHouseBill,1994-02-14,1994-06-22,128 days
44-1/C-13,Ginette Petitpas Taylor,Minister of Official Languages,None,Liberal,C-13,An Act for the Substantive Equality of Canada's Official Languages,Second reading in the House of Commons,44,1,House Government Bill,False,True,2,IsHouseBill,2022-03-01,2022-05-30,90 days
43-2/C-13,David Lametti,Minister of Justice,None,Liberal,C-13,An Act to amend the Criminal Code (single event sport betting),First reading in the House of Commons,43,2,House Government Bill,False,False,1,IsHouseBill,2020-11-26,2020-11-26,0 days
43-1/C-13,Bill Morneau,Minister of Finance,None,Liberal,C-13,COVID-19 Emergency Response Act,Royal assent,43,1,House Government Bill,True,False,6,IsHouseBill,2020-03-24,2020-03-25,1 days
42-1/C-13,Chrystia Freeland,Minister of International Trade,None,Liberal,C-13,"An Act to amend the Food and Drugs Act, the Hazardous Products Act, the Radiation Emitting Devices Act, the Canadian Environmental Protection Act, 1999, the Pest Control Products Act and the Canada Consumer Product Safety Act and to make related amendments to another Act",Royal assent,42,1,House Government Bill,True,False,6,IsHouseBill,2016-04-13,2016-12-11,242 days
41-2/C-13,Peter Gordon Mackay,Minister of Justice,None,,C-13,Protecting Canadians from Online Crime Act,Royal assent,41,2,House Government Bill,True,False,6,IsHouseBill,2013-11-20,2014-12-08,383 days
41-1/C-13,Jim Flaherty,Minister of Finance,None,Conservative,C-13,Keeping Canada's Economy and Jobs Growing Act,Royal assent,41,1,House Government Bill,True,False,6,IsHouseBill,2011-10-04,2011-12-14,71 days
40-3/C-13,Diane Finley,Minister of Human Resources and Skills Development,None,Conservative,C-13,Fairness for Military Families (Employment Insurance) Act,Royal assent,40,3,House Government Bill,True,False,6,IsHouseBill,2010-04-12,2010-06-29,78 days
40-2/C-13,Gerry Ritz,Minister of Agriculture and Agri-Food,None,Conservative,C-13,"An Act to amend the Canada Grain Act, chapter 22 of the Statutes of Canada, 1998 and chapter 25 of the Statutes of Canada, 2004",First reading in the House of Commons,40,2,House Government Bill,False,False,1,IsHouseBill,2009-02-23,2009-02-23,0 days
39-2/C-13,Rob Nicholson,Minister of Justice,None,Conservative,C-13,"An Act to amend the Criminal Code (criminal procedure, language of the accused, sentencing and other amendments)",Royal assent,39,2,House Government Bill,True,False,6,IsHouseBill,2007-10-29,2008-05-28,212 days
39-1/C-13,Jim Flaherty,Minister of Finance,None,Conservative,C-13,"Budget Implementation Act, 2006",Royal assent,39,1,House Government Bill,True,False,6,IsHouseBill,2006-05-11,2006-06-22,42 days
38-1/C-13,Irwin Cotler,Minister of Justice,None,Liberal,C-13,"An Act to amend the Criminal Code, the DNA Identification Act and the National Defence Act",Royal assent,38,1,House Government Bill,True,False,6,IsHouseBill,2004-10-15,2005-05-19,216 days
37-3/C-13,Irwin Cotler,Minister of Justice,None,Liberal,C-13,An Act to amend the Criminal Code (capital markets fraud and evidence-gathering),Royal assent,37,3,House Government Bill,True,False,6,IsHouseBill,2004-02-11,2004-03-29,47 days
37-2/C-13,Anne Mclellan,Minister of Health,None,,C-13,Assisted Human Reproduction Act,Second reading in the Senate,37,2,House Government Bill,False,False,5,IsHouseBill,2002-10-09,2003-11-06,393 days
37-1/C-13,Paul Martin,Minister of Finance,None,Liberal,C-13,"Sales Tax and Excise Tax Amendments Act, 2001",Royal assent,37,1,House Government Bill,True,False,6,IsHouseBill,2001-02-23,2001-06-13,110 days
36-2/C-13,Allan Rock,Minister of Health,None,Liberal,C-13,Canadian Institutes of Health Research Act,Royal assent,36,2,House Government Bill,True,False,6,IsHouseBill,1999-11-03,2000-04-12,161 days
36-1/C-13,Don Boudria,Minister of State and Leader of the Government in the House of Commons,None,Liberal,C-13,An Act to amend the Parliament of Canada Act,Royal assent,36,1,House Government Bill,True,False,6,IsHouseBill,1997-10-28,1997-11-26,29 days
35-2/C-13,None,Member of Parliament,None,,C-13,Witness Protection Program Act,Royal assent,35,2,House Government Bill,True,False,6,IsHouseBill,1996-03-07,1996-06-19,104 days
35-1/C-13,None,Member of Parliament,None,,C-13,An Act to amend the Excise Tax Act and a related Act,Royal assent,35,1,House Government Bill,True,False,6,IsHouseBill,1994-02-20,1994-05-11,80 days
44-1/C-14,Dominic Leblanc,"Minister of Intergovernmental Affairs, Infrastructure and Communities",None,,C-14,Preserving Provincial Representation in the House of Commons Act,Royal assent,44,1,House Government Bill,True,True,6,IsHouseBill,2022-03-24,2022-06-23,91 days
43-2/C-14,Chrystia Freeland,Deputy Prime Minister and Minister of Finance,None,Liberal,C-14,"Economic Statement Implementation Act, 2020",Royal assent,43,2,House Government Bill,True,False,6,IsHouseBill,2020-12-02,2021-05-05,154 days
43-1/C-14,Bill Morneau,Minister of Finance,None,Liberal,C-14,"COVID-19 Emergency Response Act, No. 2",Royal assent,43,1,House Government Bill,True,False,6,IsHouseBill,2020-04-11,2020-04-11,0 days
42-1/C-14,Jody Wilson Raybould,Minister of Justice,None,,C-14,An Act to amend the Criminal Code and to make related amendments to other Acts (medical assistance in dying),Royal assent,42,1,House Government Bill,True,False,6,IsHouseBill,2016-04-14,2016-06-16,63 days
41-2/C-14,Peter Gordon Mackay,Minister of Justice,None,,C-14,Not Criminally Responsible Reform Act,Royal assent,41,2,House Government Bill,True,False,6,IsHouseBill,2013-11-25,2014-04-10,136 days
41-1/C-14,Christian Paradis,Minister of Industry and Minister of State (Agriculture),None,Conservative,C-14,Improving Trade Within Canada Act,First reading in the House of Commons,41,1,House Government Bill,False,False,1,IsHouseBill,2011-10-06,2011-10-06,0 days
40-3/C-14,Tony Clement,Minister of Industry,None,Independent,C-14,Fairness at the Pumps Act,Royal assent,40,3,House Government Bill,True,False,6,IsHouseBill,2010-04-15,2011-03-22,341 days
40-2/C-14,Rob Nicholson,Minister of Justice,None,Conservative,C-14,An Act to amend the Criminal Code (organized crime and protection of justice system participants),Royal assent,40,2,House Government Bill,True,False,6,IsHouseBill,2009-02-26,2009-06-23,117 days
39-2/C-14,Lawrence Cannon,"Minister of Transport, Infrastructure and Communities",None,Conservative,C-14,An Act to amend the Canada Post Corporation Act,First reading in the House of Commons,39,2,House Government Bill,False,False,1,IsHouseBill,2007-10-29,2007-10-29,0 days
39-1/C-14,Diane Finley,Minister of Citizenship and Immigration,None,Conservative,C-14,An Act to amend the Citizenship Act (adoption),Royal assent,39,1,House Government Bill,True,False,6,IsHouseBill,2006-05-15,2007-06-22,403 days
38-1/C-14,Andy Scott,Minister of Indian Affairs and Northern Development,None,Liberal,C-14,Tlicho Land Claims and Self-Government Act,Royal assent,38,1,House Government Bill,True,False,6,IsHouseBill,2004-10-19,2005-02-14,118 days
37-3/C-14,Irwin Cotler,Minister of Justice,None,Liberal,C-14,An Act to amend the Criminal Code and other Acts,Royal assent,37,3,House Government Bill,True,False,6,IsHouseBill,2004-02-11,2004-04-22,71 days
37-2/C-14,Herb Dhaliwal,Minister of Natural Resources,None,Liberal,C-14,Export and Import of Rough Diamonds Act,Royal assent,37,2,House Government Bill,True,False,6,IsHouseBill,2002-10-10,2002-12-12,63 days
37-1/C-14,David Collenette,Minister of Transport,None,Liberal,C-14,"Canada Shipping Act, 2001",Royal assent,37,1,House Government Bill,True,False,6,IsHouseBill,2001-03-01,2001-10-31,244 days
36-2/C-14,Jane Stewart,Minister of Indian Affairs and Northern Development,None,Liberal,C-14,Manitoba Claim Settlements Implementation Act,Royal assent,36,2,House Government Bill,True,False,6,IsHouseBill,1999-11-04,2000-10-19,350 days
36-1/C-14,Allan Rock,Minister of Health,None,Liberal,C-14,Drinking Water Materials Safety Act,First reading in the House of Commons,36,1,House Government Bill,False,False,1,IsHouseBill,1997-10-29,1997-10-29,0 days
35-2/C-14,None,Member of Parliament,None,,C-14,"An Act to continue the National Transportation Agency as the Canadian Transportation Agency, to consolidate and revise the National Transportation Act, 1987 and the Railway Act and to amend or repeal other Acts as a consequence",Royal assent,35,2,House Government Bill,True,False,6,IsHouseBill,1996-03-07,1996-05-28,82 days
35-1/C-14,None,Member of Parliament,None,,C-14,"An Act to provide borrowing authority for the fiscal year beginning on April 1, 1994",Royal assent,35,1,House Government Bill,True,False,6,IsHouseBill,1994-02-22,1994-03-23,29 days
44-1/C-15,Mona Fortier,President of the Treasury Board,None,Liberal,C-15,"Appropriation Act No. 5, 2021-22",Royal assent,44,1,House Government Bill,True,True,6,IsHouseBill,2022-03-24,2022-03-31,7 days
43-2/C-15,David Lametti,Minister of Justice,None,Liberal,C-15,United Nations Declaration on the Rights of Indigenous Peoples Act,Royal assent,43,2,House Government Bill,True,False,6,IsHouseBill,2020-12-03,2021-06-20,199 days
43-1/C-15,Carla Qualtrough,"Minister of Employment, Workforce Development and Disability Inclusion",None,Liberal,C-15,Canada Emergency Student Benefit Act,Royal assent,43,1,House Government Bill,True,False,6,IsHouseBill,2020-04-29,2020-05-01,2 days
42-1/C-15,Bill Morneau,Minister of Finance,None,Liberal,C-15,"Budget Implementation Act, 2016, No. 1.",Royal assent,42,1,House Government Bill,True,False,6,IsHouseBill,2016-04-20,2016-06-21,62 days
41-2/C-15,Bernard Valcourt,Minister of Aboriginal Affairs and Northern Development,None,Conservative,C-15,Northwest Territories Devolution Act,Royal assent,41,2,House Government Bill,True,False,6,IsHouseBill,2013-12-03,2014-03-24,111 days
41-1/C-15,Peter Gordon Mackay,Minister of National Defence,None,,C-15,Strengthening Military Justice in the Defence of Canada Act,Royal assent,41,1,House Government Bill,True,False,6,IsHouseBill,2011-10-07,2013-06-18,620 days
40-3/C-15,Christian Paradis,Minister of Natural Resources,None,Conservative,C-15,Nuclear Liability and Compensation Act,First reading in the House of Commons,40,3,House Government Bill,False,False,1,IsHouseBill,2010-04-16,2010-04-16,0 days
